x,y,z,x_quat,y_quat,z_quat,w_quat,speed
89628.8556,43132.3506,0.0,0.0,0.0,0.8968051081768097,0.4424258106711006,11.666666666666666
89628.2261,43133.1715,0.0,0.0,0.0,0.8911616995725647,0.4536858221445076,11.666666666666666
89627.6174,43134.0081,0.0,0.0,0.0,0.8873867755455415,0.4610257157544326,11.666666666666666
89626.9624,43134.9403,0.0,0.0,0.0,0.8852557538821615,0.4651045583721213,11.666666666666666
89626.316,43135.8785,0.0,0.0,0.0,0.8846771977574196,0.4662040923973958,11.666666666666666
89625.5947,43136.931,0.0,0.0,0.0,0.8851378038586949,0.465328989189591,11.666666666666666
89624.8713,43137.9821,0.0,0.0,0.0,0.8863557423459002,0.4630048574372068,11.666666666666666
89624.0723,43139.1301,0.0,0.0,0.0,0.8879800580588715,0.45988195930017,11.666666666666666
89623.2652,43140.2725,0.0,0.0,0.0,0.8897638351642996,0.4564212063803753,11.666666666666666
89622.4049,43141.4703,0.0,0.0,0.0,0.8914201516026915,0.453177794377256,11.666666666666666
89621.5359,43142.6618,0.0,0.0,0.0,0.8927665713975266,0.4505195323125348,11.666666666666666
89620.6463,43143.8664,0.0,0.0,0.0,0.892982046110333,0.450092285342243,11.666666666666666
89619.7589,43145.0657,0.0,0.0,0.0,0.8921203851405679,0.4517977627397515,11.666666666666666
89618.8786,43146.2648,0.0,0.0,0.0,0.8899969442456686,0.4559664891561355,11.666666666666666
89618.0136,43147.4665,0.0,0.0,0.0,0.8860150323674716,0.4636565134006727,11.666666666666666
89617.1741,43148.6766,0.0,0.0,0.0,0.8795909762612435,0.4757307163509547,11.666666666666666
89616.3714,43149.9038,0.0,0.0,0.0,0.8704136300711791,0.4923211478154403,11.666666666666666
89615.6178,43151.1574,0.0,0.0,0.0,0.8586497822136684,0.5125627293360491,11.666666666666666
89614.9236,43152.445,0.0,0.0,0.0,0.8444496690276003,0.5356349096905244,11.666666666666666
89614.2983,43153.7723,0.0,0.0,0.0,0.8269240610081896,0.5623136111866082,11.666666666666666
89613.756,43155.1441,0.0,0.0,0.0,0.8039754864091205,0.5946624397531914,11.666666666666666
89613.3214,43156.5637,0.0,0.0,0.0,0.7730956700847919,0.6342894330636029,11.666666666666666
89613.0298,43158.0274,0.0,0.0,0.0,0.7317768202337498,0.6815443385199398,11.666666666666666
89612.9238,43159.5173,0.0,0.0,0.0,0.6770670121864992,0.7359213687676468,11.666666666666666
89613.0473,43160.9971,0.0,0.0,0.0,0.60552572693272,0.7958257309377481,11.666666666666666
