x,y,z,x_quat,y_quat,z_quat,w_quat,speed
89628.8556,43132.3506,0.0,0.0,0.0,0.8967904452237849,0.4424555315004272,8.333333
89628.2261,43133.1715,0.0,0.0,0.0,0.8911703253980042,0.4536688782912216,8.333333
89627.6174,43134.0081,0.0,0.0,0.0,0.8873930135142328,0.4610137086531468,8.333333
89626.9624,43134.9403,0.0,0.0,0.0,0.8852430852628734,0.4651286703636629,8.333333
89626.3160,43135.8785,0.0,0.0,0.0,0.8846915433068147,0.4661768690115442,8.333333
89625.5947,43136.9310,0.0,0.0,0.0,0.8851249807167878,0.4653533802510797,8.333333
89624.8713,43137.9821,0.0,0.0,0.0,0.8863618942831459,0.4629930802536829,8.333333
89624.0723,43139.1301,0.0,0.0,0.0,0.887975149287384,0.4598914374589379,8.333333
89623.2652,43140.2725,0.0,0.0,0.0,0.8897662409199234,0.456416516483824,8.333333
89622.4049,43141.4703,0.0,0.0,0.0,0.8914271106799905,0.4531641053136535,8.333333
89621.5359,43142.6618,0.0,0.0,0.0,0.8927550121081816,0.4505424379075965,8.333333
89620.6463,43143.8664,0.0,0.0,0.0,0.8933881332928814,0.4492857034131631,8.333333
89619.7534,43145.0685,0.0,0.0,0.0,0.8930960840776248,0.4498659629325298,8.333333
89618.8690,43146.2625,0.0,0.0,0.0,0.891335801259727,0.4533436769082375,8.333333
89617.9939,43147.4633,0.0,0.0,0.0,0.8877868552625696,0.4602548203147875,8.333333
89617.1480,43148.6627,0.0,0.0,0.0,0.8816696905205981,0.4718670965614289,8.333333
89616.3338,43149.8840,0.0,0.0,0.0,0.8724675338012354,0.4886720807072879,8.333333
89615.5704,43151.1301,0.0,0.0,0.0,0.8592377215522422,0.511576522000093,8.333333
89614.8740,43152.4148,0.0,0.0,0.0,0.8412445692410677,0.5406547648198529,8.333333
89614.2643,43153.7498,0.0,0.0,0.0,0.8177170442023254,0.5756203919433468,8.333333
89613.7694,43155.1311,0.0,0.0,0.0,0.7879052141996478,0.6157965357461888,8.333333
89613.4135,43156.5606,0.0,0.0,0.0,0.7517050592357035,0.6594994343587017,8.333333
89613.2217,43158.0221,0.0,0.0,0.0,0.7082422104271832,0.7059695258077487,8.333333
89613.2171,43159.4746,0.0,0.0,0.0,0.6539518384133848,0.7565361809165205,8.333333
89613.4270,43160.9100,0.0,0.0,0.0,0.5872805281064134,0.8093834575200139,8.333333
89613.8507,43162.2085,0.0,0.0,0.0,0.5049034051021108,0.8631758520233833,8.333333
89614.5226,43163.4034,0.0,0.0,0.0,0.4055185876773449,0.9140867984213379,8.333333
89615.3924,43164.3643,0.0,0.0,0.0,0.2814687474200696,0.9595703956593165,8.333333
89616.4679,43165.0546,0.0,0.0,0.0,0.1273977838636955,0.991851704977422,8.333333
89617.7344,43165.3854,0.0,0.0,0.0,0.001849950460744493,0.9999982888401824,8.333333
89619.0648,43165.3903,0.0,0.0,0.0,-0.09338073377417408,0.9956304728963437,8.333333
89620.4626,43165.1258,0.0,0.0,0.0,-0.1784331207595603,0.9839520422337688,8.333333
89621.7862,43164.6294,0.0,0.0,0.0,-0.2542737655447971,0.9671322826561367,8.333333
89623.0801,43163.8985,0.0,0.0,0.0,-0.3205978634451606,0.9472153978659754,8.333333
89624.2632,43162.9941,0.0,0.0,0.0,-0.3775987575985694,0.9259693182066114,8.333333
