x,y,z,x_quat,y_quat,z_quat,w_quat,speed
89628.86612515939,43132.35733998003,0.0,0.0,0.0,0.9012491692556177,0.43330120576344927,8.333333333333334
89627.63889831648,43133.9982611521,0.0,0.0,0.0,0.8901123183169132,0.45574122128735545,8.333333333333334
89626.34008021755,43135.863045811566,0.0,0.0,0.0,0.8856383829987224,0.4643755533610789,8.333333333333334
89624.88794082994,43137.977025896624,0.0,0.0,0.0,0.8859587920958497,0.46376396874710196,8.333333333333334
89623.27029189315,43140.289861866215,0.0,0.0,0.0,0.8885370482560097,0.45880487560236066,8.333333333333334
89621.5334102414,43142.700805478096,0.0,0.0,0.0,0.8913226742630286,0.45336948545816697,8.333333333333334
89619.7546922962,43145.11451479377,0.0,0.0,0.0,0.8920380999404947,0.4519602064945011,8.333333333333334
89618.01630068499,43147.49561346522,0.0,0.0,0.0,0.8879143907202346,0.46000873334309045,8.333333333333334
89616.38695761478,43149.88422380475,0.0,0.0,0.0,0.873195432017885,0.48737022631988836,8.333333333333334
89614.9911610041,43152.4005769229,0.0,0.0,0.0,0.8502942894586457,0.5263075349204274,8.333333333333334
89613.81891431511,43155.037763096945,0.0,0.0,0.0,0.8064376763392216,0.5913190967494596,8.333333333333334
89613.25944054565,43157.893341316245,0.0,0.0,0.0,0.7266742539035553,0.6869821895171019,8.333333333333334
89613.49765191655,43160.75422850999,0.0,0.0,0.0,0.6116693830360208,0.791113497455538,8.333333333333334
89614.64640623782,43163.225850049035,0.0,0.0,0.0,0.4467510628911926,0.8946583078503154,8.333333333333334
89616.60564834361,43164.88930813732,0.0,0.0,0.0,0.2105090278196384,0.977591913431382,8.333333333333334
89619.17230776124,43165.269788381556,0.0,0.0,0.0,-0.03314886828816578,0.9994504252494036,8.333333333333334
89621.86586540742,43164.53999161991,0.0,0.0,0.0,-0.21363258170981775,0.9769140801687721,8.333333333333334
89624.31948083878,43162.90554888385,0.0,0.0,0.0,-0.3489229486997225,0.9371514156584787,8.333333333333334
89626.30333672346,43160.7038667588,0.0,0.0,0.0,-0.4497927473242777,0.8931329601209881,8.333333333333334
89627.79024113229,43158.2217949777,0.0,0.0,0.0,-0.5210271722967149,0.8535400902877904,8.333333333333334
89628.90134075438,43155.648186551305,0.0,0.0,0.0,-0.5629280051906993,0.8265059352309698,8.333333333333334
89629.81541222986,43153.07610518175,0.0,0.0,0.0,-0.5782954347525514,0.8158274266928991,8.333333333333334
89630.69675392807,43150.53231880557,0.0,0.0,0.0,-0.5726839779546797,0.8197762264142598,8.333333333333334
89631.67032703436,43148.014102135785,0.0,0.0,0.0,-0.5510655846672595,0.8344619352584823,8.333333333333334
89632.83455082525,43145.52509678756,0.0,0.0,0.0,-0.5150232524523964,0.8571762067587709,8.333333333333334
89634.27691954127,43143.11222360988,0.0,0.0,0.0,-0.46250137322883494,0.8866185649767558,8.333333333333334
89636.06287029546,43140.897879320815,0.0,0.0,0.0,-0.38876535500377113,0.9213367998450902,8.333333333333334
89638.1941136151,43139.09035368818,0.0,0.0,0.0,-0.2856948419660932,0.9583206442908183,8.333333333333334
89640.56062428503,43137.954544782086,0.0,0.0,0.0,-0.1389377800252236,0.9903011124307912,8.333333333333334
89642.92606973392,43137.73592059134,0.0,0.0,0.0,0.0674802337489481,0.9977206112199885,8.333333333333334
89644.97586334845,43138.55453345699,0.0,0.0,0.0,0.31351829471185044,0.9495821601530714,8.333333333333334
89646.41489362199,43140.3215475215,0.0,0.0,0.0,0.5266151472034448,0.8501038093879442,8.333333333333334
89647.05978956509,43142.74414045838,0.0,0.0,0.0,0.674020557148571,0.7387125885898588,8.333333333333334
89646.88459416069,43145.43941189513,0.0,0.0,0.0,0.7715223215426715,0.6362022535023014,8.333333333333334
89646.02129565727,43148.0959142406,0.0,0.0,0.0,0.8370910532247969,0.5470635873561684,8.333333333333334
89644.64926294399,43150.53927650908,0.0,0.0,0.0,0.8714662716353522,0.4904554387525727,8.333333333333334
