x,y,z,x_quat,y_quat,z_quat,w_quat,speed
89628.85558314322,43132.350566338995,0.0,0.0,0.0,0.9009963787734951,0.4338266075715601,8.333333333333334
89627.61741306189,43134.00807341157,0.0,0.0,0.0,0.8900055431323222,0.45594970467557083,8.333333333333334
89626.31604828416,43135.87847719004,0.0,0.0,0.0,0.885575466674559,0.4644955250851584,8.333333333333334
89624.87132224515,43137.98210067845,0.0,0.0,0.0,0.886093645555071,0.46350625810977375,8.333333333333334
89623.26517944052,43140.2725493863,0.0,0.0,0.0,0.8889355450983608,0.4580323096252928,8.333333333333334
89621.53587562781,43142.66175086669,0.0,0.0,0.0,0.8918477936279497,0.452335619867547,8.333333333333334
89619.7534217031,43145.068521323155,0.0,0.0,0.0,0.8926467777940754,0.45075684142767547,8.333333333333334
89617.9938773109,43147.46328134337,0.0,0.0,0.0,0.8885349430008023,0.45880895268789273,8.333333333333334
89616.33382942429,43149.88401302399,0.0,0.0,0.0,0.8755255727797736,0.4831717825045761,8.333333333333334
89614.87397221054,43152.4148316564,0.0,0.0,0.0,0.8482619300985119,0.5295769046564883,8.333333333333334
89613.76941307765,43155.13109038223,0.0,0.0,0.0,0.8008270509963938,0.598895679056394,8.333333333333334
89613.22172229536,43158.02208059287,0.0,0.0,0.0,0.7277215809208379,0.6858726563015006,8.333333333333334
89613.42695070522,43160.90995514978,0.0,0.0,0.0,0.6184779189279727,0.7858021785401998,8.333333333333334
89614.522593787,43163.403404912046,0.0,0.0,0.0,0.45190849161953356,0.8920642999258283,8.333333333333334
89616.46788346034,43165.05459272445,0.0,0.0,0.0,0.20471786680308224,0.9788210229718176,8.333333333333334
89619.06484823368,43165.39031913815,0.0,0.0,0.0,-0.03987651058361477,0.9992046156336923,8.333333333333334
89621.78618586241,43164.62942726133,0.0,0.0,0.0,-0.2142933201626974,0.976769355034057,8.333333333333334
89624.26316238669,43162.99406782607,0.0,0.0,0.0,-0.34604928227929044,0.9382163365844723,8.333333333333334
89626.27789429706,43160.794268036625,0.0,0.0,0.0,-0.44635588772907325,0.894855531071687,8.333333333333334
89627.79953352147,43158.29769374024,0.0,0.0,0.0,-0.5187475405574675,0.8549274759683295,8.333333333333334
89628.93218514908,43155.69617164746,0.0,0.0,0.0,-0.5632442742067943,0.8262904377839922,8.333333333333334
89629.84305284117,43153.09369858594,0.0,0.0,0.0,-0.5814594568371357,0.8135753806837219,8.333333333333334
89630.70317311939,43150.52161846733,0.0,0.0,0.0,-0.5769714983414164,0.8167642806230332,8.333333333333334
89631.65701873711,43147.9781330338,0.0,0.0,0.0,-0.5539166422631994,0.8325721310636471,8.333333333333334
